"","count","DistanciaN","Distancia","Segregation","costoCupo","costoCurrentSolution","temp","conf","count_replica","experiment"
"1181",1002374,0.2451087146079,3.7119112777143,0.0163071089117,0.0242486241356,0.0681722798552,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",18,"exp8"
"1191",1004324,0.2448572026976,3.7081023968352,0.0157443293758,0.0256815041274,0.0683889360703,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",19,"exp8"
"1201",998410,0.2457299324966,3.7213189631598,0.0204476032154,0.0268368498737,0.0710042618679,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",20,"exp8"
"1213",1005416,0.2459551600021,3.7247297946311,0.0166150587093,0.0268317708959,0.0694081919101,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",21,"exp8"
"1221",995508,0.2448753776286,3.7083776368711,0.017559843201,0.0254847117586,0.0691006250632,9.18513e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",22,"exp8"
"1231",1001171,0.2455943069077,3.7192650575958,0.0120679276531,0.0243289196791,0.0664882203598,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",23,"exp8"
"1241",1005962,0.2452968294081,3.7147600766629,0.0121078585998,0.0263812610662,0.067174567511,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",24,"exp8"
"1251",1004168,0.2447852022912,3.7070120271157,0.0215977775563,0.0255363845598,0.0708302996436,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",25,"exp8"
"1261",1002374,0.2451087146079,3.7119112777143,0.0163071089117,0.0242486241356,0.0681722798552,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",26,"exp8"
"1271",999354,0.2454603094595,3.7172358084929,0.0105567165109,0.0262965553553,0.06651457173,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",27,"exp8"
"1281",1002483,0.2462224007568,3.7287768721617,0.0150939639967,0.0260016559749,0.0685170904375,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",28,"exp8"
"1291",1004892,0.2452479279574,3.714019516105,0.0172569453734,0.027058243904,0.069612619688,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",29,"exp8"
"1301",1000182,0.245711054544,3.7210330766083,0.0160596119673,0.0248274766222,0.0684020156105,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",30,"exp8"
"1114",1005265,0.2446728528065,3.7053106134386,0.0150402434307,0.0243914090046,0.0675869331448,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",1,"exp8"
"1214",1001396,0.2447534135129,3.7065306198147,0.0169652698607,0.0254997918893,0.0688250585107,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",2,"exp8"
"134",998118,0.2457508542509,3.721635800919,0.0172902982917,0.025238588675,0.0690848068484,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",3,"exp8"
"144",1006016,0.2454940046232,3.7177460859757,0.0113784026202,0.0259661999348,0.0667559592332,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",4,"exp8"
"154",1006110,0.2451898210763,3.7131395490765,0.0157959784688,0.0257491199305,0.0685064952639,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",5,"exp8"
"164",1004830,0.2450050409525,3.7103412502628,0.0193355087178,0.0247870208195,0.069640234233,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",6,"exp8"
"174",1005654,0.2433658792916,3.6855178870269,0.0207884431554,0.0232862862565,0.0693756948636,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",7,"exp8"
"184",1003107,0.2455105706054,3.7179969601911,0.0214431608315,0.0251977126644,0.0707985171519,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",8,"exp8"
"194",1006028,0.2445277064968,3.7031125266652,0.0181290795621,0.0273711071711,0.0699437951942,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",9,"exp8"
"1102",1003476,0.2457751534382,3.7220037863151,0.017305046518,0.0259145704138,0.0693377565351,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",10,"exp8"
"1115",1005423,0.2451146319092,3.7120008889612,0.0180365243875,0.0252813378875,0.0692835522493,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",11,"exp8"
"1122",1006048,0.2452804999324,3.7145127840883,0.021573178815,0.0244786996369,0.0705481479194,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.01 exp8",12,"exp8"
